,silhouette_score
18755,-0.6862078444308632
18759,-0.7919786628242053
18760,-0.6939293039535259
18761,-0.7955624871593407
18762,-0.6795968176902476
18763,-0.7026944281460655
18764,-0.7801036030781574
18766,-0.8790162708753628
18767,-0.7932246829915538
18768,-0.9007011232841715
18769,-0.5859071633826913
18770,-0.8954063322446612
18771,-0.762973440053671
18772,-0.8501185316937556
18775,-0.8005791872069926
18776,-0.8873295506243917
18777,-0.71129803218803
18778,-0.8243968368608217
18779,-0.7610452286269028
18781,-0.9371588462140904
18782,-0.9293247786687086
18783,-0.8436589692772283
18784,-0.8731762576590536
18786,-0.5850229511035
18787,-0.9206420994818406
18788,-0.9256199760943028
18789,-0.5491663132550241
18791,-0.8580852662834325
18792,-0.9065017050320292
18793,-0.8346271769760719
18795,-0.525106700864637
18796,-0.8869990798956223
18797,-0.6646174292820335
18798,-0.7660689047550138
18799,-0.8577383802085513
18802,-0.7629508021947413
18803,-0.6272881510498384
18805,-0.7128530173545587
18806,-0.8068074535848612
18807,-0.6057214826630951
18810,-0.6164311790149055
18811,-0.8991387643101736
18812,-0.919507938060627
18813,-0.5793149351745439
18814,-0.4184973554487526
18815,-0.8792003272947293
18816,-0.8922295791552627
18817,-0.8545381585089158
18821,-0.9008124041104462
18822,-0.7378366544036752
18823,-0.8987961541082827
18824,-0.6599511410450783
18826,-0.8184677069461143
18828,-0.8796092434917303
18829,-0.8861760269010969
18830,-0.5478879795309313
18843,-0.703614919842366
18844,-0.8843946712046414
18845,-0.7462467928435502
18846,-0.8724687089796459
18854,-0.7977832837821677
18857,-0.8788954397987292
18858,-0.8608274918986357
18861,-0.6948509697091125
18933,-0.81387598079849
18935,-0.4184191283668444
18938,-0.499719440671283
18946,-0.9249161983413048
18947,-0.8757055698702827
18948,-0.9367317921379136
18949,-0.5602348794256624
18950,-0.5768170394781099
18951,-0.7542501643469959
18952,-0.7807438510142832
18968,-0.6601855515974816
18969,-0.8092531234432727
18970,-0.5865684352052252
18971,-0.8723973969804143
18972,-0.6714919590731206
18973,-0.7406481428799423
18974,-0.831919929010807
18975,-0.6435800013403815
18976,-0.8959053318640442
18979,-0.8612812987420367
18983,-0.674235177569627
18984,-0.5233165928795557
18985,-0.9056332443418472
18986,-0.603457213795104
18987,-0.8044864572779303
18988,-0.6411383338558727
18991,-0.8535002808961152
18992,-0.8658601316007704
18993,-0.6143528794770892
18994,-0.8242934852606453
18996,-0.80348868867472
18997,-0.6035624844433838
18998,-0.4995676626537256
18999,-0.897549678309755
19009,-0.7637092148347359
19011,-0.9325996923520632
19012,-0.6469315113050998
19013,-0.8000670615055783
19014,-0.5977537073878527
19015,-0.8845388536839253
19016,-0.8938129227460078
19017,-0.7585091451873713
19018,-0.6972882237338354
19023,-0.7961666016517307
19024,-0.8108116828662009
19025,-0.5426406200628825
19027,-0.6337151201376245
19035,-0.55494182602304
19038,-0.8315181730205834
19039,-0.7916792635726748
19041,-0.7934855622706205
19042,-0.5975585840373064
19043,-0.6988472209220677
19044,-0.561252200686353
19045,-0.5554672207230849
19046,-0.6108187695360091
19047,-0.6914659523344884
19049,-0.7880054581391358
19051,-0.7024081478143233
19052,-0.5551648483959886
19053,-0.7375249489321772
19055,-0.5152445039940045
19056,-0.6486656201508572
19057,-0.6760479336944999
19058,-0.6500258570227729
19059,-0.6080998551279923
19060,-0.6766972023592198
19062,-0.7170382622821241
19063,-0.5967331781629079
19064,-0.8082848106781625
19065,-0.7597578078609454
19069,-0.6607348357939783
19070,-0.6817572732072408
19072,-0.6483876987477082
19073,-0.7858823144045065
19074,-0.8998744275524312
19075,-0.6393749551986223
19076,-0.655944790488929
19079,-0.8309626503972135
19082,-0.5034644994356301
19084,-0.5612067315908771
19085,-0.6751258403966137
19087,-0.7573981828007392
19088,-0.6879069293950223
19089,-0.5545839399438448
19090,-0.6154139416300162
19091,-0.6180176269174157
19092,-0.8073856924320062
19094,-0.8930417331520245
19099,-0.7574119239089272
19106,-0.6936417517895217
19108,-0.8491552908555269
19109,-0.7141514893212262
19110,-0.3604775450365537
19111,-0.6250604024528927
19112,-0.7191068041963944
19113,-0.8964814550742837
19114,-0.6610202423217834
19116,-0.8813624377990209
19118,-0.8521648200724461
19119,-0.3032742436569844
19120,-0.6691478734517201
19122,-0.6695660896417875
19123,-0.8309440300276301
19124,-0.9001184402715199
19125,-0.6249420145654179
19126,-0.7909126855116569
19127,-0.6481995602165829
19128,-0.8078112416853401
19130,-0.8579859977005377
19131,-0.1275854506976345
19132,-0.80728485142929
19133,-0.9198786857535876
19134,-0.5676327184253613
19139,-0.639702075617201
19141,-0.7315953910698426
19142,-0.7482381285406086
19143,-0.6473295244212193
19144,-0.897351549514483
19146,-0.6720312596924761
19152,-0.8631676650566761
19153,-0.8289443361489596
19155,-0.5822662527915314
19156,-0.5788336307143115
19157,-0.655229430848833
191578,-0.6913477274108613
19158,-0.7142145537562841
19159,-0.647589823447051
19164,-0.5049914293214359
19165,-0.7192212473823142
19166,-0.5600056786152441
19167,-0.5848031939233945
19170,-0.5681004147721465
19171,-0.6921235318098765
19172,-0.5800568293191857
19173,-0.656246564446118
19175,-0.5692464806206565
19177,-0.556305534335928
19179,-0.5971091701083515
19181,-0.5673090939019607
19182,-0.6362811599564586
19183,-0.7362264066296687
19184,-0.5995421435787895
19185,-0.5676690090259483
19186,-0.5876073501829174
19188,-0.5752524075922137
19192,-0.792733688370913
19193,-0.8319264931805416
19194,-0.5546243969279481
19197,-0.6128575137188162
19200,-0.7444485990089887
19201,-0.8019006219654342
19202,-0.1953803884501195
19204,-0.7258777516592656
19205,-0.6563445753010857
19206,-0.7850769493113079
19207,-0.8156998451142948
19208,-0.8055794440960378
19210,-0.6177230947070804
19211,-0.5915098162579889
192113,-0.8819377109640608
192119,-0.601246445578291
19212,-0.7440462126873144
192120,-0.8446097075228811
19213,-0.1390125087249695
192136,
19214,-0.892339607214523
192140,-0.7694754524877828
19215,-0.8900621749191883
192156,-0.7127894767942654
192157,-0.7860154540385875
192159,-0.7122628774546398
19216,-0.7624039206250239
192160,-0.6724798570726246
192161,-0.6702213104887114
192163,-0.6214482589046552
192164,-0.6751296647692473
192166,-0.865178125973628
192167,-0.5997213578178441
192169,-0.5936194739367088
19217,-0.9249776158638592
192170,-0.5825445069613456
192173,-0.6987324471686259
192174,-0.6256158652773608
192176,-0.6796097457486882
19218,-0.8090319781359282
192185,-0.6793332795212712
192187,-0.7705253202080854
192188,-0.7691207591316976
19219,-0.9290743391831344
192190,-0.8082580714441654
192191,-0.751397489125176
192192,-0.8011093875976665
192193,-0.622693440830454
192194,-0.9116553342047752
192195,-0.568922188411767
192196,-0.5836491956496193
192197,-0.6081078048400403
192198,-0.8524169472498078
192199,-0.8747720564074882
19220,-0.8621539050791329
192200,-0.6156152294848205
192201,-0.8949508341971507
19221,-0.8280754500846453
192212,-0.9291708389842068
192216,-0.7860893908189537
19222,-0.8662666041550068
19223,-0.8103694817779269
192231,-0.695118137455044
192232,-0.7965229380754884
192236,-0.8276600601916123
19224,-0.8820924199113954
19225,-0.9257481399304092
19226,-0.894222961781807
19227,-0.9322041545162522
19228,-0.8302836452406206
192285,-0.5651421635607556
192287,-0.7218681173810427
19229,-0.6906081996113258
192292,-0.6051396079380456
19230,-0.6082343892785467
19231,-0.5328431116562973
19240,-0.5662698890695462
19241,-0.5008356889909249
19242,-0.7434496966770255
19243,-0.6285057039404442
19244,-0.5818427991653143
19245,-0.7184529059987161
19246,-0.7180305305522039
19247,-0.5432643817703183
19248,-0.6169344541498365
19249,-0.7550499748945503
19250,-0.820383390099228
19252,-0.6538473459156242
19253,-0.8208446877455196
19255,-0.619793023881415
19256,-0.8718758540706445
19258,-0.6011964489459786
19259,-0.7043059459585519
19260,-0.7624043792669338
19261,-0.7424383500373722
19262,-0.6023855860695769
19263,-0.7940729762935421
19264,-0.7982142556689279
19265,-0.6890539500676821
192650,-0.8728170464325932
192651,-0.8457091335961444
192652,-0.8684818116840483
192653,-0.7866313603103683
192654,-0.7725506875254109
192656,-0.8527768292008919
192657,-0.6623122481982293
192658,-0.9068692475872672
19266,-0.653942817715718
192662,-0.5745621479363514
192663,-0.755438303278544
19267,-0.7499303309337995
192678,-0.665867983205576
19268,-0.7307013228972496
19270,-0.6749971826781765
19271,-0.632304611671475
19272,-0.6683453328595291
19273,-0.862786550582556
192734,-0.9130036585633944
19274,-0.7199643959335008
19275,-0.7396404923166722
19276,-0.4797303915054616
19277,-0.7322757679205003
192775,-0.6513058916426033
192786,-0.6089693178274768
19279,-0.6817305719830736
19280,-0.5979838817850698
19281,-0.6954467009023232
19283,-0.7900197274167915
19285,-0.8391596535184854
192852,-0.5646976457424566
19286,-0.676341130405883
19288,-0.8543683975752366
19289,-0.8002506176822601
192897,-0.7341088836685671
19290,-0.6045390821205295
19291,-0.6660017828785503
19293,-0.8961573320271293
19294,-0.7944101482585303
192950,-0.8482845724275393
192970,-0.8905301761753999
192976,-0.4823934684291019
19298,-0.677620093855914
192986,-0.8039148392507743
19299,-0.7402069576810885
19300,-0.7694217656213342
193003,-0.7164551634915388
19301,-0.8467783214422395
19302,-0.7191010452738674
19303,-0.6338604871337694
193034,-0.8626157375744782
193043,-0.8267609722727216
19305,-0.7623952233017566
193053,-0.3803976987611411
19309,-0.6867674055144342
193116,-0.605868174659674
19317,-0.7057179194605496
19324,-0.594937391201085
19325,-0.533473347378654
19326,-0.5487295956772402
19328,-0.6910132432277996
193286,-0.9380634030547166
19329,-0.9325264222071362
19330,-0.6361920064089356
19331,-0.8445136037867735
19332,-0.8682380285138067
193322,-0.8468922103821613
19334,-0.7057349838360002
19335,-0.8526438863421653
19336,-0.5773237201715062
19337,-0.7235974263067896
19338,-0.7690185626926502
193385,-0.6398708144501952
19339,-0.559451780644315
19340,-0.8589836153425219
19341,-0.7473316546360182
19342,-0.6567476181539781
19344,-0.6050362682137219
19345,-0.5917667574408012
193452,-0.7742351975841786
19346,-0.5869036089295471
19347,-0.6660650412667248
19348,-0.6315296815639291
19349,-0.5626589654731298
19352,-0.6926038768222088
19353,-0.5380796340650478
19354,-0.8688634650259311
19355,-0.7396992998445748
19356,-0.6489497438430182
19357,-0.6049297172117677
19358,-0.6192496417657494
19359,-0.5946168687831513
19360,-0.5488193394617827
19361,-0.818105377410966
19362,-0.7715741583687634
19363,-0.7755607024274422
19364,-0.8274519178813383
19365,-0.6303068013061035
19366,-0.6849333362500412
19367,-0.54538384864682
193670,-0.6401933190721263
19373,-0.7529154079459587
193736,-0.8958846990399038
19374,-0.7408206161693206
193740,-0.8760034080045812
193742,-0.6136060353867245
19376,-0.824968587388499
19377,-0.8201904364418736
19378,-0.8279572597861331
193796,-0.7398559290160518
193813,-0.6426065399290458
19383,-0.8596815841747554
193838,-0.5850826356446694
19384,-0.5867281970054583
19385,-0.6089315354334569
19386,-0.6018514106969899
19387,-0.6872402645686121
19395,-0.7590245541611177
19400,-0.8928373544329595
19401,-0.8066707735229225
19411,-0.6995584238293773
194126,-0.884511680203361
19414,-0.7386874107452103
19415,-0.8547520033623947
19416,-0.8854690899257335
19417,-0.641769876698901
19419,-0.7205376883720633
194219,-0.8660696828654996
194225,-0.8464181662552644
194227,-0.87346613748441
194231,-0.8859633617247697
194237,-0.864167697311388
19428,-0.5553241523191603
194309,-0.865723591165155
19434,-0.8187456315360426
194352,-0.7975273316497208
194357,-0.8181483981768641
194388,-0.6181238420857171
194401,-0.7111767942732069
194433,-0.6869112586965826
194588,-0.6505023342130677
194590,-0.5673357199125635
194597,-0.8044829098320165
194604,-0.779596928534028
194655,-0.8928969808775324
194735,-0.9276865637786949
194738,-0.8127951257087207
194744,-0.7812036638011521
194854,-0.4002589058348725
194856,-0.7721298660743667
194908,-0.8069685144595858
194952,-0.7524125409875799
194974,-0.8608384174100916
195018,-0.6587682549343842
195040,-0.6549689149429211
195046,-0.749795451633529
195208,-0.8172769851904792
195236,-0.9138326480113408
195333,-0.465923739703165
195349,-0.9032418910983706
195359,-0.8685235834129725
195434,-0.8894869229865208
195522,-0.8576725861999085
195531,-0.8434225152029038
195555,-0.3757119195415842
195564,-0.8277552794797485
195646,-0.7874101979319512
195727,-0.7666347713722916
195733,-0.8598723538863889
195772,-0.7933955284255731
19645,-0.6015736062248865
19646,-0.5640141268000737
19647,-0.5631646862918479
19649,-0.9135358072919796
19650,-0.7498583478028781
19651,-0.6624808122648562
19652,-0.5934672746466626
19653,-0.624195017979596
19654,-0.5639147560282093
19655,-0.6532762470408454
19656,-0.695381037199937
19657,-0.8567884843766013
19659,-0.8008382394632971
19660,-0.9420939606411606
19661,-0.8318278297509635
19662,-0.7994270881435043
19663,-0.6493401544150982
19664,-0.5800242422253269
19668,-0.8690260674300199
19671,-0.8181090356817465
19672,-0.7639727284821585
19674,-0.8857866349856575
19679,-0.8012437745685174
19682,-0.6006546898505317
19683,-0.9271910758076558
19684,-0.6933120038499165
19687,-0.583662185527948
19691,-0.5560673561411625
19692,-0.3983879192383633
19693,-0.6909669206984446
19694,-0.6198732162125054
19695,-0.7522300097510448
19696,-0.6899390926019916
19697,-0.5914611515855265
19698,-0.8528369161172827
19699,-0.6443067113054096
19700,-0.8620841128357452
19701,-0.9097802851359468
19703,-0.599731901759114
19704,-0.5169099598194861
19707,-0.6193148966068331
19708,-0.5810152618051669
19711,-0.8186657384503645
19712,-0.814906747460986
19713,-0.8555658152674281
19714,-0.6557831382723189
19715,
19716,-0.6657190416385859
19718,-0.5651480052626142
19719,-0.637282124868221
19720,-0.8325091126870972
19724,-0.8524441892269401
19725,-0.8221669072133309
19726,-0.6460584898463799
19727,-0.6373022448226341
19729,-0.7458394900623561
19730,-0.7864021912142231
19731,-0.7579838751672179
19732,-0.7478904961127503
19733,-0.8948778668758366
19734,-0.9361959346274988
19735,-0.7276947728034059
19736,-0.7603629140438197
19737,-0.9113974113979906
19739,-0.6622664439861411
19743,-0.8508557208220014
19744,-0.6203474339925624
19746,-0.6380068814008246
19752,-0.5902223024108316
19762,-0.6277498701528476
19763,-0.8772737344808726
19765,-0.5664219347501593
19766,-0.8813310651172557
19769,-0.613635768804737
19771,-0.8817702766368698
19773,-0.8943423019632073
19775,-0.6310899094682338
19777,-0.5767952988848883
19819,-0.7309364042724018
19820,-0.8042075765377383
19821,-0.74288956158635
19822,-0.6526992473854131
19823,-0.6243271802692248
19824,-0.9089623893694806
19826,-0.6207292135225244
19876,-0.696522206980148
19877,-0.5637766539011886
19878,-0.5438075249681912
19879,-0.919703489367439
19881,-0.5923034479243615
19882,-0.9090528306230954
19883,-0.6195875852504615
19885,-0.8606391090813572
19886,-0.7035937476980988
19888,-0.8018974645266455
19889,-0.7062336508565884
19891,-0.6128694248274565
19892,-0.7856456314007546
19893,-0.7709339044949972
19894,-0.7641398894212258
19895,-0.8063598211954911
19896,-0.4117399590928718
19899,-0.4368228335631475
19921,-0.4686808234874773
19933,-0.4151995065432596
19934,-0.5737647190503501
19935,-0.6090961372612378
19941,-0.5335632140477405
19942,-0.5087188160055783
19943,-0.4897490625578704
19944,-0.5668994047437442
19946,-0.4924587062993886
19951,-0.4583270401603899
19981,-0.4499136434744174
19982,-0.4695958520826568
19988,-0.4645912092710965
19989,-0.4565009312959179
20005,-0.4798626081834121
20014,-0.5451672113817807
20016,-0.6364903021861089
20017,-0.6576843203813596
20018,-0.5203841160985089
20019,-0.7260645570682991
20020,-0.5350168095383712
20021,-0.6784951748980212
20022,-0.6206490316195615
20024,-0.4924736605430665
20028,-0.8635839078313963
20042,-0.4749316850104725
20044,-0.4505952220035424
20054,-0.4345415348066193
20055,-0.4791908747466018
20068,-0.4727266839067305
20084,-0.5039617399919089
20085,-0.502189804792851
20088,-0.4324372457246093
20090,-0.4965721609275779
20091,-0.4464631285427438
20102,-0.4830283334245295
20103,-0.5258247546921213
20104,-0.5017117533034532
20111,-0.7278167218051439
20112,-0.7442604377239499
20115,-0.4530745251294444
20116,-0.5347302700210887
20128,-0.705265905220433
20129,-0.5517456863167145
20130,-0.8749477067670209
20132,-0.8943207525253564
20133,-0.6059049991046539
20135,-0.8306547670468148
20147,-0.811327392198434
20148,-0.8194186755865699
20163,-0.6700712460644764
20166,-0.7278351768226189
20167,-0.7780504395045539
20168,-0.587340689783845
20170,-0.9298920396090944
20174,-0.670210640604217
20181,-0.8576115241229274
20182,-0.5568186900639507
20183,-0.771335695381632
20184,-0.550742562178677
20185,-0.519183455133712
20186,-0.6090355091290169
20187,-0.7890167864328208
20190,-0.7397483597674215
20191,-0.67758373494299
20192,-0.5619634620509756
20193,-0.721107618280775
20194,-0.7310661455800825
20195,-0.6774906699808
20196,-0.6671937227410933
20197,-0.8904143481258777
20198,-0.8595969700675663
20199,-0.8384891625544986
20200,-0.7488726265823358
20201,-0.8506532087728419
20202,-0.931328802747516
20203,-0.8829839207378917
20204,-0.784392183828177
20208,-0.9121091333742424
20209,-0.9058038760041326
20210,-0.8130890881929902
20211,-0.920842680596273
20215,-0.7678689473966873
20216,-0.7202167150662548
20218,-0.6607368116547998
20219,-0.8164346209891423
20220,-0.568910376021693
20222,-0.7999590513651313
20224,-0.6555857550716837
20226,-0.5629843598605069
20227,-0.6386998143081828
20229,-0.6530968758952626
20230,-0.7450455439832516
20231,-0.3650101007832578
20234,-0.8208542124135143
20238,-0.7316639440896622
20239,-0.6376979430821549
20248,-0.8670614027385076
20249,-0.785615593382802
20250,-0.7011539226092218
20254,-0.7183886468356977
20255,-0.7229437283899643
20256,-0.9204765500507768
20257,-0.6579240399449988
20259,-0.8152619749231974
20262,-0.6915062724654486
20264,-0.8343174436979494
20265,-0.6704396348646567
20266,-0.8527053833179336
20269,-0.6878031436837003
20271,-0.8668209643503333
20272,-0.7658030506781398
20273,-0.6605950544985016
20274,-0.7725876697091564
20276,-0.889714731132807
20277,-0.8938056456074351
20278,-0.8705988296486986
20280,-0.5592856463996976
20284,-0.8951724675925303
20286,-0.7754801953747367
20287,-0.8918838407784062
20288,-0.8637468349142724
20289,-0.8815932182759014
20290,-0.8443674996513326
20292,-0.9110728469297998
20293,-0.7068315108099393
20295,-0.8775668798441213
20296,-0.9257841333028038
20297,-0.8303756090343635
20299,-0.9030177909187972
20300,-0.8466587312404816
20301,-0.6449791742964842
20302,-0.8616527406295741
20303,-0.914141171667518
20304,-0.8953483908845905
20305,-0.8905329573634231
20306,-0.8582758098018828
20307,-0.8599620949539826
20308,-0.9109285605393034
20309,-0.8152709730471351
20310,-0.8559232019195312
20311,-0.920188215307342
20312,-0.7785357882128623
20315,-0.8963670759884479
20316,-0.6374814844759038
20317,-0.8778165946631584
20318,-0.5963453361483643
20319,-0.9009717501104606
20320,-0.534113313964818
20321,-0.7081206087955286
20322,-0.7977058761598214
20324,-0.9077707073500796
20333,-0.6397428119716211
20334,-0.6720072549013814
20335,-0.5209197994621401
20336,-0.5812987050881793
20338,-0.5981468427965558
20339,-0.8703852640823376
20340,-0.5366878628408769
20341,-0.6848023932753486
20342,-0.7547387470011743
20343,-0.832312665533591
20344,-0.798881273350713
20345,-0.8839618242137738
20346,-0.7584584823262317
20347,-0.9393623901179146
20348,-0.7971447211051397
20349,-0.7365362999363518
20350,-0.8490985134086817
20351,-0.8542833972780355
20352,-0.5959091575158117
20353,-0.9079509785761288
20354,-0.8119232252971165
20355,-0.8646076111588459
20356,-0.759354465383634
20357,-0.8297724092729739
20358,-0.8298306106837938
20359,-0.8533909146150238
20360,-0.9043590234316896
20361,-0.8740307689719361
20362,-0.7175885662642113
20363,-0.7874003130057927
20364,-0.4824099012561291
20365,-0.6611429829708134
20370,-0.7091884478222161
20371,-0.8650643877522409
20375,-0.8868977385526492
20377,-0.8442744897351542
20378,-0.7770389437826164
20379,-0.913771374194124
20382,-0.5277085345419523
20383,-0.5518221560822834
20384,-0.5778636986783023
20387,-0.3287103923076169
20388,-0.8549365594695131
20389,-0.9268692389637078
20390,-0.8641018013810585
20391,-0.8152886056273332
20392,-0.7249651132172541
20393,-0.7402423169981893
20394,-0.5503543413904706
20397,-0.7396309573076792
20399,-0.6987022430234461
20400,-0.895546516714912
20401,-0.874195010588171
20402,-0.610579333519604
20403,-0.5266457690419615
20404,-0.6765492832432234
20405,-0.7543265499694644
20409,-0.5251096258157419
20410,-0.7611618403035011
20411,-0.6474318253336389
20415,-0.9225922900290274
20416,-0.6283742388860184
20418,-0.7463911921180348
20419,-0.7930425912769484
20420,-0.8526986855649313
20422,-0.5732599545958111
20423,-0.8784078566168437
20425,-0.7414579653858103
20429,-0.93017558197484
20430,-0.5974302335873619
20431,-0.6640923676077576
20437,-0.61622054512543
20438,-0.8491936986160404
20439,-0.8412084698679387
20440,-0.8335463553088132
20441,-0.5934847129377684
20442,-0.901951171567014
20443,-0.8644580972263365
20444,-0.7335010907945667
20445,-0.8887119600174002
20446,-0.8410934401863599
20447,-0.6860965451410516
20448,-0.8579279631962845
20449,-0.7935848169903984
20450,-0.8552644558355502
20451,-0.7057397425016788
20452,-0.8490727213441767
20454,-0.7072600660085188
20459,-0.9562282496544744
20460,-0.7746880022423841
20462,-0.5849630703080073
20463,-0.5601042505347742
20464,-0.7651100327572888
20465,-0.8627088253861562
20466,-0.7212408711445087
20467,-0.6834700295637647
20469,-0.687883556927711
20471,-0.7949427297824575
20472,-0.8940179994693405
20473,-0.8153946795106864
20474,-0.8815789331315664
20475,-0.8049735625581176
20476,-0.4699730440515309
20479,-0.5857068405470683
20480,-0.7314577484122198
20481,-0.6510194871247482
20482,-0.7208819994839915
20491,-0.8213608986827107
20492,-0.5529297370045437
20493,-0.8415251090483479
20494,-0.8569619379887504
20495,-0.8088738920763077
20496,-0.7958753739236337
20497,-0.8927811096331792
20498,-0.6214611025750231
20499,-0.6346782749370232
20500,-0.9142343054127132
20501,-0.7850730655742011
20502,-0.658488291376145
20503,-0.8055926486325767
20504,-0.8952742987224558
20505,-0.8508194290130806
20508,-0.7507083467354925
20509,-0.7540277281380514
20510,-0.5972578114631132
20511,-0.8138083349425999
20512,-0.826079823949378
20513,-0.873905390623549
20514,-0.5371577999414109
20515,-0.649785205873377
20516,-0.7521528562224499
20517,-0.7948191943293114
20518,-0.8463188364408638
20519,-0.7829570105748822
20520,-0.8068587815258191
20521,-0.8440404093311832
20522,-0.944286234764456
20523,-0.6748293781153891
20524,-0.6550266622999611
20525,-0.7751505706570931
20526,-0.8602689292542712
20527,-0.7512877509681434
20528,-0.9326142148204664
20529,-0.6314570609776706
20530,-0.8379958191270721
20531,-0.8416967752951241
20532,-0.6079182880124547
20533,-0.8631752944164625
20534,-0.7112758457533641
20535,-0.6263852625598787
20536,-0.8032677347968566
20537,-0.7902771812912771
20538,-0.9061960013987204
20539,-0.8606160012662243
20540,-0.5864177705712564
20541,-0.7416121050495564
20544,-0.7616264606545707
20555,-0.7534533072367718
20556,-0.8921646092836727
20557,-0.904607078434555
20558,-0.8083509733759406
20562,-0.7794578022787009
20563,-0.7897595824798039
20564,-0.670730172918425
20568,-0.8613852543111525
20583,-0.9119796572766132
20585,-0.7626144545604139
20586,-0.5894016205894868
20587,-0.6234851004019578
20588,-0.6089338948004418
20589,-0.6965664202911975
20591,-0.57332811672406
20592,-0.7292138560518718
20595,-0.654571449256195
20597,-0.6753163604001646
20598,-0.7470656739406825
20599,-0.1933509157443947
20600,-0.8664874704020759
20602,-0.7287550611729616
20603,-0.6739755339077521
20604,-0.7903779905891428
20605,-0.7015416632871121
20606,-0.8883916487539912
20607,-0.7302399591973109
20608,-0.7166870328772024
20609,-0.7169310272896263
20610,-0.6346014162974382
20611,-0.5558967060439397
20612,-0.8801837786502499
20613,-0.894414112160899
20614,-0.6226051853752564
20615,-0.6418818517547201
20616,-0.709844528209286
20617,-0.6764074930367034
20618,-0.8635791140713366
20619,-0.6778100040038461
20620,-0.6558231845798386
20621,-0.8719811670848684
20623,-0.7569454553746555
20624,-0.6421245851324565
20630,-0.5951940923285153
20637,-0.5739167006890898
20638,-0.6323383117806346
20639,-0.6063969195891884
20641,-0.5812520291570811
20643,-0.5253712839769394
20646,-0.6046619510822717
20648,-0.7569278674036618
20649,-0.656871628678517
20650,-0.6539865688038232
20652,-0.6201917623128368
20655,-0.55800860634381
20656,-0.6257503071098358
20657,-0.912056347751762
20658,-0.462978647656466
20660,-0.6708291561517628
20661,-0.6933440392180346
20662,-0.6684762879309629
20663,-0.5925317166490356
20664,-0.4936277421986188
20665,-0.9199605610802098
20666,-0.8612741889314617
20667,-0.91070725981257
20668,-0.9173487047512412
20669,-0.2669672296445796
20670,-0.7845320339212923
20671,-0.8618151333949571
20672,-0.8543307094360943
20674,-0.7527116788078022
20675,-0.5559138608771567
20677,-0.7914387173176926
20678,-0.711515835212756
20679,-0.7770938107310988
20680,-0.8956758739082381
20681,-0.7871625900960052
20682,-0.842758949967736
20683,-0.6423831401060813
20684,-0.8115008200395357
20686,-0.8040130903291667
20687,-0.5854760445154487
20688,-0.6620483864345835
20689,-0.888588429381946
20690,-0.3783093755186765
20692,-0.7799654195615017
20698,-0.902597994704871
20700,-0.9039287458212372
20701,-0.8917759962203353
20702,-0.5529295789481485
20703,-0.9097579167341902
20704,-0.9193391265589418
20706,-0.894048054294478
20707,-0.9183411068456604
20708,-0.8966499150230665
20709,-0.7904285028920175
20710,-0.8498266599023848
20713,-0.7819323696883557
20714,-0.3398637859342159
207151,-0.8042874402238159
20716,-0.8482874411666576
207165,-0.5543097827569194
20717,-0.8586684838267146
207175,-0.8644180122145562
207181,-0.6657441303928952
207182,-0.7458338024362396
20719,-0.6577050276252613
20720,-0.7578999353972518
207209,-0.663482752048205
207212,-0.7599654011030619
207213,-0.3811366615922598
207214,-0.5968929133652382
207215,-0.869603440773278
207227,-0.6174391822114407
20723,-0.8121134434294257
20724,-0.878516053897312
20725,-0.90972909350566
207259,-0.9029451639976998
20726,-0.8576522552532759
207278,-0.5930483082743152
20728,-0.8725303711902064
20729,-0.6499767936847665
20730,-0.9031464144606244
207304,-0.5701907754315096
20731,-0.8646538574793914
20732,-0.8600769999692305
20733,-0.6868905656320695
207352,-0.6794076917463464
20737,-0.8282117272416502
207375,-0.679270211131253
20739,-0.8109859765632927
207393,-0.7480352198328767
20740,-0.6137883698172192
20741,-0.7763736824186419
20742,-0.5935836845470394
207425,-0.8142617401004221
20743,-0.7148075338493427
20744,-0.6003506372663588
20745,-0.6254527622604186
20747,-0.5793028192597156
207474,-0.91518089826805
207495,-0.6619428358948062
20750,-0.9052605277535376
20751,-0.7734082903225346
207521,-0.7903835552390446
20753,-0.6620367112233105
20754,-0.6986589504764154
20755,-0.8053061153720973
20756,-0.6080166996046215
207565,-0.7560130543543159
20758,-0.8141545248937097
20759,-0.4446135324108438
207592,-0.7975107340019242
207596,-0.7216416724783706
20760,-0.1172973956953815
207607,-0.7831510208243277
207615,-0.697367653574395
207618,-0.6056706751626781
20762,-0.7601460455174078
20763,-0.1108234404870269
20765,-0.0462881169002969
20766,-0.7867855234699864
207667,-0.8844155514204669
20768,-0.6033496482325179
207683,-0.7277150446166745
207686,-0.7973501520033123
20770,-0.8940935835060856
207704,-0.8506251852286516
207728,-0.7258939964215567
20773,-0.629710693667578
207740,-0.6855870616778573
207742,-0.7641092338427361
20775,-0.7077552762883884
20776,-0.9309466339391652
207777,-0.8176272443048748
20778,-0.7212272993901809
207781,-0.7025691368189703
207785,-0.8780854250747229
20779,-0.841797432654507
207798,-0.876341432767876
207806,-0.8183148106421481
207818,-0.7927971201643488
207819,-0.8129009729735271
207839,-0.8216288749988766
207854,-0.7920032787292495
20787,-0.7350655365319799
20788,-0.6545389200740199
207911,-0.7825670049157254
207920,-0.7858305034711599
207921,-0.8028090307540271
207932,-0.8420073505118552
207952,-0.8574105062359522
207958,-0.7510157079121857
207965,-0.6962121453080118
208043,-0.59138781739084
